# exposure_start_timestamp_us, exposure_end_timestamp_us
58051100133, 58051115129
58051150154, 58051165150
58051200132, 58051215128
58051250133, 58051265129
58051300154, 58051315150
58051350155, 58051365151
58051400157, 58051415153
58051450158, 58051465154
58051500159, 58051515155
58051550140, 58051565136
58051600158, 58051615154
58051650159, 58051665155
58051700160, 58051715156
58051750161, 58051765157
58051800163, 58051815159
58051850164, 58051865160
58051900157, 58051915153
58051950158, 58051965154
58052000104, 58052015100
58052050137, 58052065133
58052100130, 58052115126
58052150151, 58052165147
58052200149, 58052215145
58052250150, 58052265146
58052300151, 58052315147
58052350152, 58052365148
58052400154, 58052415150
58052450151, 58052465147
58052500148, 58052515144
58052550149, 58052565145
58052600151, 58052615147
58052650152, 58052665148
58052700157, 58052715153
58052750150, 58052765146
58052800152, 58052815148
58052850153, 58052865149
58052900158, 58052915154
58052950159, 58052965155
58053000101, 58053015097
58053050134, 58053065130
58053100151, 58053115147
58053150148, 58053165144
58053200142, 58053215138
58053250131, 58053265127
58053300132, 58053315128
58053350153, 58053365149
58053400155, 58053415151
58053450156, 58053465152
58053500157, 58053515153
58053550158, 58053565154
58053600156, 58053615152
58053650153, 58053665149
58053700154, 58053715150
58053750155, 58053765151
58053800157, 58053815153
58053850162, 58053865158
58053900163, 58053915159
58053950160, 58053965156
58054000102, 58054015098
58054050139, 58054065135
58054100128, 58054115124
58054150129, 58054165125
58054200135, 58054215131
58054250152, 58054265148
58054300153, 58054315149
58054350154, 58054365150
58054400152, 58054415148
58054450153, 58054465149
58054500150, 58054515146
58054550147, 58054565143
58054600149, 58054615145
58054650150, 58054665146
58054700151, 58054715147
58054750152, 58054765148
58054800146, 58054815142
58054850147, 58054865143
58054900148, 58054915144
58054950149, 58054965145
58055000103, 58055015099
58055050128, 58055065124
58055100145, 58055115141
58055150138, 58055165134
58055200152, 58055215148
58055250149, 58055265145
58055300150, 58055315146
58055350143, 58055365139
58055400145, 58055415141
58055450146, 58055465142
58055500147, 58055515143
58055550148, 58055565144
58055600150, 58055615146
58055650143, 58055665139
58055700144, 58055715140
58055750145, 58055765141
58055800147, 58055815143
58055850148, 58055865144
58055900149, 58055915145
58055950166, 58055965162
58056000104, 58056015100
58056050137, 58056065133
58056100130, 58056115126
58056150155, 58056165151
58056200161, 58056215157
58056250150, 58056265146
58056300151, 58056315147
58056350152, 58056365148
58056400154, 58056415150
58056450155, 58056465151
58056500152, 58056515148
58056550149, 58056565145
58056600155, 58056615151
58056650152, 58056665148
58056700153, 58056715149
58056750154, 58056765150
58056800148, 58056815144
58056850153, 58056865149
58056900154, 58056915150
58056950155, 58056965151
58057000101, 58057015097
58057050138, 58057065134
58057100147, 58057115143
58057150144, 58057165140
58057200145, 58057215141
58057250131, 58057265127
58057300132, 58057315128
