# exposure_start_timestamp_us, exposure_end_timestamp_us
56174800042, 56174815038
56174850043, 56174865039
56174900056, 56174915052
56174950045, 56174965041
56174999991, 56175014987
56175050028, 56175065024
56175100021, 56175115017
56175150018, 56175165014
56175200020, 56175215016
56175250025, 56175265021
56175300042, 56175315038
56175350043, 56175365039
56175400045, 56175415041
56175450042, 56175465038
56175500043, 56175515039
56175550044, 56175565040
56175600042, 56175615038
56175650043, 56175665039
56175700040, 56175715036
56175750041, 56175765037
56175800043, 56175815039
56175850036, 56175865032
56175900057, 56175915053
56175950038, 56175965034
56175999988, 56176014984
56176050025, 56176065021
56176100014, 56176115010
56176150031, 56176165027
56176200037, 56176215033
56176250034, 56176265030
56176300035, 56176315031
56176350036, 56176365032
56176400038, 56176415034
56176450035, 56176465031
56176500032, 56176515028
56176550033, 56176565029
56176600035, 56176615031
56176650036, 56176665032
56176700033, 56176715029
56176750030, 56176765026
56176800032, 56176815028
56176850033, 56176865029
56176900042, 56176915038
56176950051, 56176965047
56176999989, 56177014985
56177050026, 56177065022
56177100019, 56177115015
56177150016, 56177165012
56177200022, 56177215018
56177250023, 56177265019
56177300040, 56177315036
56177350022, 56177365018
56177400023, 56177415019
56177450024, 56177465020
56177500026, 56177515022
56177550027, 56177565023
56177600048, 56177615044
56177650049, 56177665045
56177700051, 56177715047
56177750032, 56177765028
56177800033, 56177815029
56177850035, 56177865031
56177900036, 56177915032
56177950053, 56177965049
56177999991, 56178014987
56178050024, 56178065020
56178100017, 56178115013
56178150038, 56178165034
56178200040, 56178215036
56178250041, 56178265037
56178300042, 56178315038
56178350043, 56178365039
56178400025, 56178415021
56178450042, 56178465038
56178500043, 56178515039
56178550044, 56178565040
56178600050, 56178615046
56178650051, 56178665047
56178700052, 56178715048
56178750049, 56178765045
56178800051, 56178815047
56178850052, 56178865048
56178900049, 56178915045
56178950054, 56178965050
56178999992, 56179014988
56179050021, 56179065017
56179100038, 56179115034
56179150035, 56179165031
56179200037, 56179215033
56179250042, 56179265038
56179300043, 56179315039
56179350040, 56179365036
56179400042, 56179415038
56179450043, 56179465039
56179500044, 56179515040
56179550045, 56179565041
56179600047, 56179615043
56179650044, 56179665040
56179700045, 56179715041
56179750046, 56179765042
56179800048, 56179815044
56179850049, 56179865045
56179900054, 56179915050
56179950043, 56179965039
56179999989, 56180014985
56180050026, 56180065022
56180100015, 56180115011
56180150040, 56180165036
56180200038, 56180215034
56180250019, 56180265015
56180300020, 56180315016
56180350025, 56180365021
56180400027, 56180415023
56180450032, 56180465028
56180500025, 56180515021
56180550026, 56180565022
56180600028, 56180615024
56180650033, 56180665029
56180700034, 56180715030
56180750059, 56180765055
56180800053, 56180815049
56180850034, 56180865030
56180900043, 56180915039
56180950036, 56180965032
56180999990, 56181014986
56181050019, 56181065015
56181100032, 56181115028
56181150025, 56181165021
56181200027, 56181215023
56181250028, 56181265024
56181300029, 56181315025
56181350023, 56181365019
56181400028, 56181415024
56181450029, 56181465025
56181500031, 56181515027
56181550028, 56181565024
56181600029, 56181615025
56181650050, 56181665046
56181700052, 56181715048
56181750049, 56181765045
56181800050, 56181815046
56181850052, 56181865048
56181900049, 56181915045
56181950046, 56181965042
56181999992, 56182014988
56182050025, 56182065021
56182100042, 56182115038
56182150039, 56182165035
56182200041, 56182215037
56182250038, 56182265034
56182300039, 56182315035
56182350044, 56182365040
56182400046, 56182415042
56182450047, 56182465043
56182500040, 56182515036
56182550041, 56182565037
56182600047, 56182615043
56182650048, 56182665044
56182700049, 56182715045
56182750050, 56182765046
56182800044, 56182815040
56182850049, 56182865045
56182900042, 56182915038
56182950047, 56182965043
56182999989, 56183014985
56183050030, 56183065026
56183100015, 56183115011
56183150036, 56183165032
56183200038, 56183215034
56183250039, 56183265035
56183300040, 56183315036
56183350041, 56183365037
56183400039, 56183415035
56183450044, 56183465040
56183500045, 56183515041
56183550046, 56183565042
56183600048, 56183615044
56183650045, 56183665041
56183700042, 56183715038
56183750043, 56183765039
56183800045, 56183815041
56183850046, 56183865042
56183900047, 56183915043
56183950044, 56183965040
56183999990, 56184014986
56184050023, 56184065019
56184100040, 56184115036
56184150037, 56184165033
56184200039, 56184215035
56184250036, 56184265032
56184300037, 56184315033
56184350038, 56184365034
56184400040, 56184415036
56184450041, 56184465037
56184500042, 56184515038
56184550039, 56184565035
56184600041, 56184615037
56184650046, 56184665042
56184700047, 56184715043
56184750048, 56184765044
56184800050, 56184815046
56184850047, 56184865043
56184900036, 56184915032
56184950053, 56184965049
56184999991, 56185014987
56185050028, 56185065024
56185100037, 56185115033
56185150034, 56185165030
56185200040, 56185215036
56185250021, 56185265017
56185300022, 56185315018
56185350024, 56185365020
56185400045, 56185415041
56185450026, 56185465022
56185500028, 56185515024
56185550033, 56185565029
56185600034, 56185615030
56185650035, 56185665031
56185700033, 56185715029
56185750034, 56185765030
56185800035, 56185815031
56185850041, 56185865037
56185900046, 56185915042
56185950063, 56185965059
56185999993, 56186014989
56186050030, 56186065026
56186100023, 56186115019
56186150020, 56186165016
56186200026, 56186215022
56186250023, 56186265019
56186300024, 56186315020
56186350029, 56186365025
56186400031, 56186415027
56186450032, 56186465028
56186500033, 56186515029
