# exposure_start_timestamp_us, exposure_end_timestamp_us
57267300479, 57267315475
57267350480, 57267365476
57267400473, 57267415469
57267450474, 57267465470
57267500476, 57267515472
57267550477, 57267565473
57267600478, 57267615474
57267650479, 57267665475
57267700476, 57267715472
57267750473, 57267765469
57267800474, 57267815470
57267850475, 57267865471
57267900476, 57267915472
57267950477, 57267965473
57268000423, 57268015419
57268050456, 57268065452
57268100449, 57268115445
57268150466, 57268165462
57268200475, 57268215471
57268250468, 57268265464
57268300473, 57268315469
57268350474, 57268365470
57268400475, 57268415471
57268450476, 57268465472
57268500477, 57268515473
57268550474, 57268565470
57268600475, 57268615471
57268650476, 57268665472
57268700477, 57268715473
57268750478, 57268765474
57268800479, 57268815475
57268850476, 57268865472
57268900481, 57268915477
57268950478, 57268965474
57269000420, 57269015416
57269050461, 57269065457
57269100474, 57269115470
57269150463, 57269165459
57269200460, 57269215456
57269250469, 57269265465
57269300450, 57269315446
57269350451, 57269365447
57269400468, 57269415464
57269450469, 57269465465
57269500471, 57269515467
57269550472, 57269565468
57269600473, 57269615469
57269650474, 57269665470
57269700467, 57269715463
57269750464, 57269765460
57269800465, 57269815461
57269850466, 57269865462
57269900467, 57269915463
57269950464, 57269965460
57270000418, 57270015414
57270050451, 57270065447
57270100464, 57270115460
57270150461, 57270165457
57270200450, 57270215446
57270250467, 57270265463
57270300460, 57270315456
57270350461, 57270365457
57270400462, 57270415458
57270450463, 57270465459
57270500464, 57270515460
57270550465, 57270565461
57270600462, 57270615458
57270650463, 57270665459
57270700464, 57270715460
57270750465, 57270765461
57270800466, 57270815462
57270850463, 57270865459
57270900464, 57270915460
57270950465, 57270965461
57271000411, 57271015407
57271050448, 57271065444
57271100441, 57271115437
57271150458, 57271165454
57271200447, 57271215443
57271250440, 57271265436
57271300441, 57271315437
57271350442, 57271365438
57271400443, 57271415439
57271450460, 57271465456
57271500466, 57271515462
57271550463, 57271565459
57271600464, 57271615460
57271650469, 57271665465
57271700470, 57271715466
57271750463, 57271765459
57271800464, 57271815460
