# exposure_start_timestamp_us, exposure_end_timestamp_us
57172700137, 57172715133
57172750138, 57172765134
57172800139, 57172815135
57172850140, 57172865136
57172900141, 57172915137
57172950154, 57172965150
57173000080, 57173015076
57173050125, 57173065121
57173100110, 57173115106
57173150107, 57173165103
57173200136, 57173215132
57173250125, 57173265121
57173300122, 57173315118
57173350123, 57173365119
57173400124, 57173415120
57173450125, 57173465121
57173500115, 57173515111
57173550120, 57173565116
57173600145, 57173615141
57173650146, 57173665142
57173700123, 57173715119
57173750124, 57173765120
57173800145, 57173815141
57173850146, 57173865142
57173900147, 57173915143
57173950148, 57173965144
57174000078, 57174015074
57174050119, 57174065115
57174100128, 57174115124
57174150125, 57174165121
57174200118, 57174215114
57174250123, 57174265119
57174300120, 57174315116
57174350122, 57174365118
57174400119, 57174415115
57174450120, 57174465116
57174500121, 57174515117
57174550122, 57174565118
57174600123, 57174615119
57174650148, 57174665144
57174700146, 57174715142
57174750143, 57174765139
57174800148, 57174815144
57174850125, 57174865121
57174900126, 57174915122
57174950151, 57174965147
57175000077, 57175015073
57175050114, 57175065110
57175100131, 57175115127
57175150128, 57175165124
57175200113, 57175215109
57175250118, 57175265114
57175300119, 57175315115
57175350120, 57175365116
57175400121, 57175415117
57175450122, 57175465118
57175500120, 57175515116
57175550141, 57175565137
57175600142, 57175615138
57175650143, 57175665139
57175700144, 57175715140
57175750121, 57175765117
57175800126, 57175815122
57175850139, 57175865135
57175900140, 57175915136
57175950141, 57175965137
57176000075, 57176015071
57176050120, 57176065116
57176100133, 57176115129
57176150122, 57176165118
57176200115, 57176215111
57176250124, 57176265120
57176300121, 57176315117
57176350122, 57176365118
57176400119, 57176415115
57176450120, 57176465116
57176500122, 57176515118
57176550123, 57176565119
57176600124, 57176615120
57176650125, 57176665121
57176700122, 57176715118
57176750123, 57176765119
57176800124, 57176815120
57176850125, 57176865121
57176900126, 57176915122
57176950127, 57176965123
57177000069, 57177015065
57177050110, 57177065106
57177100123, 57177115119
57177150120, 57177165116
57177200101, 57177215097
57177250114, 57177265110
57177300111, 57177315107
57177350113, 57177365109
57177400114, 57177415110
57177450115, 57177465111
57177500112, 57177515108
57177550137, 57177565133
57177600130, 57177615126
57177650131, 57177665127
57177700133, 57177715129
57177750138, 57177765134
57177800115, 57177815111
57177850136, 57177865132
57177900133, 57177915129
57177950134, 57177965130
57178000068, 57178015064
57178050109, 57178065105
57178100102, 57178115098
57178150115, 57178165111
57178200100, 57178215096
57178250117, 57178265113
57178300118, 57178315114
57178350119, 57178365115
57178400120, 57178415116
57178450117, 57178465113
57178500115, 57178515111
57178550120, 57178565116
57178600121, 57178615117
57178650122, 57178665118
57178700119, 57178715115
57178750116, 57178765112
57178800117, 57178815113
57178850118, 57178865114
57178900119, 57178915115
57178950120, 57178965116
57179000066, 57179015062
57179050111, 57179065107
57179100100, 57179115096
57179150117, 57179165113
57179200110, 57179215106
57179250115, 57179265111
57179300112, 57179315108
57179350110, 57179365106
57179400111, 57179415107
57179450112, 57179465108
57179500113, 57179515109
57179550114, 57179565110
57179600107, 57179615103
57179650108, 57179665104
57179700106, 57179715102
57179750107, 57179765103
57179800112, 57179815108
57179850113, 57179865109
57179900110, 57179915106
57179950111, 57179965107
57180000065, 57180015061
57180050106, 57180065102
57180100095, 57180115091
57180150112, 57180165108
57180200105, 57180215101
57180250114, 57180265110
57180300115, 57180315111
57180350116, 57180365112
57180400117, 57180415113
57180450110, 57180465106
57180500112, 57180515108
57180550113, 57180565109
57180600118, 57180615114
57180650119, 57180665115
57180700120, 57180715116
57180750113, 57180765109
57180800114, 57180815110
57180850115, 57180865111
57180900116, 57180915112
57180950113, 57180965109
