# exposure_start_timestamp_us, exposure_end_timestamp_us
37379400142, 37379401414
37379450139, 37379451411
37379500145, 37379501417
37379550142, 37379551414
37379600143, 37379601426
37379650144, 37379651432
37379700141, 37379701435
37379750143, 37379751442
37379800144, 37379801448
37379850153, 37379851468
37379900150, 37379901476
37379950147, 37379951484
37380000093, 37380001446
37380050130, 37380051499
37380100123, 37380101508
37380150120, 37380151521
37380200125, 37380201542
37380250127, 37380251554
37380300124, 37380301567
37380350125, 37380351579
37380400126, 37380401591
37380450127, 37380451602
37380500133, 37380501614
37380550158, 37380551633
37380600131, 37380601606
37380650132, 37380651607
37380700133, 37380701608
37380750135, 37380751610
37380800140, 37380801615
37380850137, 37380851612
37380900138, 37380901613
37380950139, 37380951614
37381000093, 37381001568
37381050134, 37381051609
37381100127, 37381101602
37381150144, 37381151619
37381200122, 37381201597
37381250123, 37381251598
37381300128, 37381301603
37381350129, 37381351604
37381400131, 37381401606
37381450148, 37381451613
37381500129, 37381501588
37381550130, 37381551589
37381600132, 37381601591
37381650137, 37381651596
37381700138, 37381701597
37381750135, 37381751594
37381800137, 37381801596
37381850150, 37381851609
37381900147, 37381901606
37381950144, 37381951603
37382000094, 37382001553
37382050131, 37382051590
37382100124, 37382101583
37382150145, 37382151604
37382200126, 37382201575
37382250128, 37382251566
37382300145, 37382301572
37382350146, 37382351563
37382400127, 37382401528
37382450128, 37382451518
37382500130, 37382501504
37382550135, 37382551493
37382600152, 37382601494
37382650133, 37382651459
37382700134, 37382701449
37382750136, 37382751435
37382800141, 37382801429
37382850142, 37382851420
37382900155, 37382901422
37382950140, 37382951396
37383000090, 37383001336
37383050127, 37383051367
37383100120, 37383101350
37383150141, 37383151365
37383200138, 37383201352
37383250140, 37383251348
37383300141, 37383301339
37383350142, 37383351334
37383400123, 37383401310
37383450140, 37383451321
37383500146, 37383501317
37383550147, 37383551307
37383600148, 37383601297
37383650149, 37383651282
37383700150, 37383701267
37383750148, 37383751249
37383800149, 37383801234
37383850154, 37383851223
37383900151, 37383901199
37383950152, 37383951184
37384000090, 37384001100
37384050115, 37384051109
37384100132, 37384101105
37384150133, 37384151090
37384200139, 37384201080
37384250140, 37384251065
37384300141, 37384301050
37384350138, 37384351036
37384400140, 37384401027
37384450145, 37384451022
37384500146, 37384501012
37384550147, 37384551002
37384600153, 37384600998
37384650146, 37384650980
37384700151, 37384700974
37384750152, 37384750965
37384800154, 37384800956
37384850139, 37384850930
37384900152, 37384900938
37384950137, 37384950912
37385000091, 37385000855
37385050124, 37385050883
37385100117, 37385100871
37385150138, 37385150886
37385200135, 37385200873
37385250137, 37385250869
37385300138, 37385300865
37385350139, 37385350855
37385400140, 37385400851
37385450145, 37385450851
37385500139, 37385500839
37385550144, 37385550839
37385600145, 37385600835
37385650146, 37385650830
37385700147, 37385700826
37385750153, 37385750832
37385800146, 37385800825
37385850147, 37385850826
37385900148, 37385900827
37385950157, 37385950836
37386000091, 37386000770
37386050124, 37386050803
37386100141, 37386100820
37386150138, 37386150817
37386200120, 37386200799
37386250121, 37386250800
37386300122, 37386300801
37386350139, 37386350818
37386400141, 37386400820
37386450142, 37386450821
37386500147, 37386500826
37386550148, 37386550827
37386600150, 37386600829
37386650147, 37386650821
37386700148, 37386700822
37386750153, 37386750827
37386800155, 37386800829
37386850136, 37386850804
37386900157, 37386900820
37386950158, 37386950821
37387000088, 37387000751
37387050121, 37387050784
37387100114, 37387100777
37387150135, 37387150798
37387200132, 37387200795
37387250134, 37387250797
37387300139, 37387300802
37387350140, 37387350803
37387400141, 37387400804
37387450142, 37387450805
37387500140, 37387500803
37387550145, 37387550808
37387600146, 37387600809
37387650127, 37387650790
37387700132, 37387700795
37387750134, 37387750797
37387800131, 37387800794
37387850132, 37387850795
37387900133, 37387900796
37387950142, 37387950805
37388000088, 37388000751
37388050125, 37388050788
37388100134, 37388100797
37388150135, 37388150798
37388200116, 37388200779
37388250122, 37388250785
37388300123, 37388300786
37388350148, 37388350811
37388400141, 37388400804
37388450142, 37388450805
37388500144, 37388500807
37388550145, 37388550808
37388600146, 37388600809
37388650143, 37388650801
37388700144, 37388700802
37388750146, 37388750804
37388800147, 37388800805
37388850148, 37388850806
37388900141, 37388900799
37388950150, 37388950808
37389000088, 37389000746
37389050121, 37389050779
37389100114, 37389100772
37389150135, 37389150793
37389200117, 37389200780
37389250134, 37389250797
37389300139, 37389300802
37389350140, 37389350803
37389400142, 37389400805
37389450123, 37389450791
37389500148, 37389500822
37389550145, 37389550819
37389600143, 37389600817
37389650144, 37389650823
37389700145, 37389700829
37389750146, 37389750836
37389800148, 37389800838
37389850141, 37389850831
37389900154, 37389900849
37389950147, 37389950847
37390000085, 37390000785
37390050122, 37390050822
37390100135, 37390100841
37390150128, 37390150839
37390200133, 37390200849
37390250135, 37390250857
37390300136, 37390300863
37390350137, 37390350869
37390400130, 37390400868
37390450131, 37390450874
37390500133, 37390500881
37390550138, 37390550892
37390600139, 37390600898
37390650140, 37390650894
37390700133, 37390700887
37390750139, 37390750898
37390800140, 37390800904
37390850145, 37390850915
37390900134, 37390900909
37390950151, 37390950932
37391000085, 37391000871
37391050122, 37391050913
37391100115, 37391100912
37391150112, 37391150909
37391200117, 37391200914
37391250135, 37391250937
37391300136, 37391300943
37391350117, 37391350930
37391400118, 37391400936
37391450123, 37391450946
37391500125, 37391500954
37391550142, 37391550976
37391600143, 37391600982
37391650144, 37391650989
37391700125, 37391700975
37391750127, 37391750982
37391800132, 37391800993
37391850149, 37391851015
37391900142, 37391901013
37391950135, 37391951012
37392000085, 37392000967
37392050122, 37392051009
37392100139, 37392101037
37392150132, 37392151035
37392200114, 37392201028
37392250115, 37392251040
37392300116, 37392301052
37392350117, 37392351069
37392400147, 37392401115
37392450140, 37392451129
37392500121, 37392501131
37392550122, 37392551148
37392600124, 37392601166
37392650129, 37392651188
37392700146, 37392701221
37392750147, 37392751238
37392800129, 37392801236
37392850134, 37392851257
37392900147, 37392901280
37392950140, 37392951289
37393000086, 37393001246
37393050123, 37393051294
37393100116, 37393101297
37393150113, 37393151305
37393200118, 37393201316
37393250124, 37393251332
37393300121, 37393301335
37393350122, 37393351336
37393400127, 37393401341
37393450128, 37393451342
37393500134, 37393501348
37393550135, 37393551349
37393600128, 37393601342
37393650129, 37393651343
37393700134, 37393701348
37393750136, 37393751350
37393800137, 37393801351
37393850134, 37393851348
37393900131, 37393901334
37393950140, 37393951338
37394000086, 37394001273
37394050123, 37394051304
37394100116, 37394101287
37394150133, 37394151298
