# exposure_start_timestamp_us, exposure_end_timestamp_us
55602900153, 55602915149
55602950166, 55602965162
55603000100, 55603015096
55603050133, 55603065129
55603100142, 55603115138
55603150143, 55603165139
55603200145, 55603215141
55603250150, 55603265146
55603300151, 55603315147
55603350156, 55603365152
55603400150, 55603415146
55603450155, 55603465151
55603500136, 55603515132
55603550141, 55603565137
55603600143, 55603615139
55603650168, 55603665164
55603700141, 55603715137
55603750142, 55603765138
55603800148, 55603815144
55603850149, 55603865145
55603900146, 55603915142
55603950147, 55603965143
55604000097, 55604015093
55604050138, 55604065134
55604100127, 55604115123
55604150124, 55604165120
55604200130, 55604215126
55604250147, 55604265143
55604300128, 55604315124
55604350129, 55604365125
55604400131, 55604415127
55604450132, 55604465128
55604500137, 55604515133
55604550134, 55604565130
55604600136, 55604615132
55604650141, 55604665137
55604700146, 55604715142
55604750147, 55604765143
55604800149, 55604815145
55604850146, 55604865142
55604900163, 55604915159
55604950152, 55604965148
55605000098, 55605015094
55605050139, 55605065135
55605100124, 55605115120
55605150149, 55605165145
55605200127, 55605215123
55605250128, 55605265124
55605300129, 55605315125
55605350134, 55605365130
55605400152, 55605415148
55605450133, 55605465129
55605500154, 55605515150
55605550135, 55605565131
55605600137, 55605615133
55605650142, 55605665138
55605700159, 55605715155
55605750140, 55605765136
55605800142, 55605815138
55605850147, 55605865143
55605900148, 55605915144
55605950153, 55605965149
55606000099, 55606015095
55606050136, 55606065132
55606100133, 55606115129
55606150130, 55606165126
55606200135, 55606215131
55606250133, 55606265129
55606300134, 55606315130
55606350139, 55606365135
55606400140, 55606415136
55606450145, 55606465141
55606500151, 55606515147
55606550148, 55606565144
55606600149, 55606615145
55606650154, 55606665150
55606700159, 55606715155
55606750161, 55606765157
55606800162, 55606815158
55606850155, 55606865151
55606900164, 55606915160
55606950161, 55606965157
55607000099, 55607015095
55607050132, 55607065128
55607100149, 55607115145
55607150138, 55607165134
55607200144, 55607215140
55607250145, 55607265141
55607300146, 55607315142
55607350151, 55607365147
55607400153, 55607415149
55607450150, 55607465146
55607500151, 55607515147
55607550152, 55607565148
55607600154, 55607615150
55607650155, 55607665151
55607700152, 55607715148
55607750157, 55607765153
55607800159, 55607815155
55607850160, 55607865156
55607900153, 55607915149
55607950146, 55607965142
55608000096, 55608015092
55608050129, 55608065125
55608100146, 55608115142
55608150139, 55608165135
55608200145, 55608215141
