# exposure_start_timestamp_us, exposure_end_timestamp_us
37060100129, 37060100722
37060150150, 37060150743
37060200128, 37060200721
37060250145, 37060250738
37060300142, 37060300735
37060350143, 37060350736
37060400145, 37060400738
37060450146, 37060450739
37060500147, 37060500740
37060550140, 37060550733
37060600142, 37060600735
37060650143, 37060650731
37060700144, 37060700727
37060750145, 37060750728
37060800143, 37060800726
37060850144, 37060850727
37060900161, 37060900744
37060950166, 37060950749
37061000100, 37061000683
37061050137, 37061050720
37061100146, 37061100729
37061150147, 37061150730
37061200148, 37061200731
37061250150, 37061250733
37061300147, 37061300730
37061350148, 37061350731
37061400141, 37061400724
37061450142, 37061450725
37061500144, 37061500727
37061550149, 37061550732
37061600150, 37061600733
37061650147, 37061650735
37061700144, 37061700737
37061750146, 37061750734
37061800147, 37061800735
37061850152, 37061850745
37061900153, 37061900746
37061950174, 37061950773
37062000100, 37062000699
37062050141, 37062050745
37062100130, 37062100739
37062150131, 37062150735
37062200133, 37062200737
37062250150, 37062250759
37062300151, 37062300766
37062350132, 37062350747
37062400134, 37062400754
37062450135, 37062450760
37062500136, 37062500761
37062550157, 37062550788
37062600159, 37062600790
37062650160, 37062650796
37062700161, 37062700803
37062750142, 37062750789
37062800144, 37062800791
37062850161, 37062850808
37062900150, 37062900797
37062950163, 37062950810
37063000097, 37063000744
37063050134, 37063050781
37063100147, 37063100794
37063150140, 37063150787
37063200141, 37063200788
37063250143, 37063250790
37063300140, 37063300782
37063350141, 37063350777
37063400138, 37063400769
37063450135, 37063450760
37063500137, 37063500757
37063550138, 37063550753
37063600139, 37063600748
37063650136, 37063650740
37063700153, 37063700752
37063750155, 37063750748
37063800156, 37063800744
37063850157, 37063850740
37063900150, 37063900727
37063950159, 37063950736
37064000097, 37064000674
37064050130, 37064050707
37064100123, 37064100700
37064150144, 37064150721
37064200146, 37064200723
37064250147, 37064250724
37064300140, 37064300717
37064350141, 37064350718
37064400143, 37064400720
37064450144, 37064450721
37064500141, 37064500718
37064550142, 37064550719
37064600136, 37064600713
37064650141, 37064650718
37064700142, 37064700719
37064750143, 37064750720
37064800145, 37064800722
37064850142, 37064850719
