# exposure_start_timestamp_us, exposure_end_timestamp_us
41776100048, 41776100310
41776150045, 41776150307
41776200031, 41776200293
41776250044, 41776250306
41776300049, 41776300311
41776350043, 41776350305
41776400044, 41776400306
41776450045, 41776450307
41776500047, 41776500309
41776550048, 41776550310
41776600049, 41776600311
41776650046, 41776650308
41776700048, 41776700310
41776750049, 41776750311
41776800050, 41776800307
41776850052, 41776850309
41776900053, 41776900310
41776950050, 41776950307
41777000000, 41777000251
41777050041, 41777050292
41777100030, 41777100276
41777150031, 41777150272
41777200053, 41777200294
41777250050, 41777250291
41777300051, 41777300292
41777350032, 41777350278
41777400034, 41777400285
41777450035, 41777450286
41777500064, 41777500315
41777550037, 41777550288
41777600039, 41777600290
41777650040, 41777650297
41777700041, 41777700298
41777750046, 41777750303
41777800064, 41777800321
41777850065, 41777850322
41777900046, 41777900303
41777950051, 41777950308
41778000001, 41778000258
41778050038, 41778050295
41778100047, 41778100304
41778150044, 41778150301
41778200050, 41778200307
41778250051, 41778250308
41778300052, 41778300309
41778350054, 41778350311
41778400047, 41778400304
41778450052, 41778450309
41778500054, 41778500311
41778550055, 41778550312
41778600060, 41778600317
41778650061, 41778650318
41778700059, 41778700316
41778750064, 41778750321
41778800061, 41778800318
41778850067, 41778850324
41778900068, 41778900325
41778950061, 41778950318
41778999999, 41779000256
41779050036, 41779050293
41779100029, 41779100286
41779150026, 41779150283
41779200028, 41779200285
41779250029, 41779250286
41779300030, 41779300287
41779350031, 41779350282
41779400037, 41779400288
41779450038, 41779450284
41779500039, 41779500285
41779550036, 41779550282
41779600042, 41779600288
41779650043, 41779650289
41779700048, 41779700294
41779750049, 41779750295
41779800051, 41779800297
41779850048, 41779850294
41779900053, 41779900299
41779950054, 41779950300
41780000000, 41780000246
41780050037, 41780050283
41780100050, 41780100296
41780150047, 41780150293
41780200045, 41780200291
41780250050, 41780250296
41780300031, 41780300277
41780350033, 41780350279
41780400054, 41780400300
41780450055, 41780450301
41780500037, 41780500283
41780550038, 41780550284
41780600043, 41780600289
41780650044, 41780650290
41780700042, 41780700293
41780750047, 41780750298
41780800052, 41780800303
41780850054, 41780850305
41780900059, 41780900310
41780950060, 41780950311
41781000002, 41781000253
41781050039, 41781050290
41781100032, 41781100283
41781150029, 41781150280
41781200035, 41781200286
41781250040, 41781250291
41781300037, 41781300288
41781350038, 41781350295
41781400040, 41781400297
41781450041, 41781450298
41781500046, 41781500303
41781550039, 41781550296
41781600045, 41781600302
41781650046, 41781650303
41781700047, 41781700304
41781750052, 41781750309
41781800054, 41781800311
41781850051, 41781850308
41781900052, 41781900309
41781950057, 41781950314
41781999999, 41782000256
41782050036, 41782050293
41782100029, 41782100286
41782150046, 41782150303
41782200044, 41782200301
41782250049, 41782250306
41782300030, 41782300287
41782350032, 41782350289
41782400061, 41782400318
41782450034, 41782450291
41782500040, 41782500297
41782550041, 41782550298
41782600042, 41782600299
41782650043, 41782650300
41782700065, 41782700322
41782750062, 41782750319
41782800063, 41782800320
41782850065, 41782850322
41782900066, 41782900323
41782950067, 41782950324
41783000001, 41783000258
41783050038, 41783050295
41783100031, 41783100288
41783150052, 41783150309
41783200034, 41783200291
41783250031, 41783250288
41783300048, 41783300305
41783350049, 41783350306
41783400051, 41783400308
41783450052, 41783450309
41783500053, 41783500310
41783550054, 41783550311
41783600048, 41783600305
41783650049, 41783650306
41783700050, 41783700307
41783750051, 41783750308
41783800057, 41783800314
41783850058, 41783850315
41783900055, 41783900312
41783950056, 41783950313
41783999998, 41784000255
41784050035, 41784050292
41784100028, 41784100285
41784150045, 41784150302
41784200035, 41784200292
41784250048, 41784250305
41784300049, 41784300306
41784350051, 41784350308
41784400032, 41784400289
41784450049, 41784450306
41784500051, 41784500308
41784550052, 41784550309
41784600053, 41784600310
41784650054, 41784650311
41784700056, 41784700313
41784750053, 41784750310
41784800054, 41784800311
41784850060, 41784850317
41784900061, 41784900318
41784950062, 41784950319
41785000000, 41785000257
41785050037, 41785050294
41785100030, 41785100287
41785150027, 41785150284
41785200037, 41785200294
41785250030, 41785250287
41785300051, 41785300308
41785350052, 41785350309
41785400034, 41785400291
41785450035, 41785450292
41785500040, 41785500297
41785550041, 41785550298
41785600039, 41785600296
41785650040, 41785650297
41785700045, 41785700302
41785750046, 41785750303
41785800048, 41785800305
41785850049, 41785850306
41785900046, 41785900303
41785950051, 41785950308
41785999997, 41786000254
41786050038, 41786050295
41786100031, 41786100288
41786150028, 41786150285
41786200042, 41786200299
41786250047, 41786250304
41786300028, 41786300285
41786350030, 41786350287
41786400035, 41786400292
41786450032, 41786450289
41786500038, 41786500295
41786550039, 41786550296
41786600040, 41786600297
41786650041, 41786650298
41786700043, 41786700300
41786750040, 41786750297
41786800041, 41786800298
41786850043, 41786850300
41786900048, 41786900305
41786950049, 41786950306
41786999999, 41787000256
41787050032, 41787050289
41787100025, 41787100282
41787150026, 41787150283
41787200048, 41787200305
41787250049, 41787250306
41787300030, 41787300287
41787350052, 41787350309
41787400033, 41787400290
41787450034, 41787450291
41787500036, 41787500293
41787550041, 41787550298
41787600042, 41787600299
41787650039, 41787650296
41787700045, 41787700302
41787750046, 41787750303
41787800047, 41787800304
41787850049, 41787850306
41787900046, 41787900303
41787950047, 41787950304
41788000001, 41788000258
41788050038, 41788050295
41788100031, 41788100288
41788150028, 41788150285
41788200050, 41788200307
41788250047, 41788250304
41788300048, 41788300305
41788350049, 41788350306
41788400055, 41788400312
41788450056, 41788450313
41788500053, 41788500310
41788550054, 41788550311
41788600060, 41788600317
41788650061, 41788650318
