# exposure_start_timestamp_us, exposure_end_timestamp_us
36470600098, 36470601071
36470650115, 36470651104
36470700100, 36470701100
36470750117, 36470751133
36470800115, 36470801147
36470850104, 36470851146
36470900117, 36470901176
36470950114, 36470951189
36471000056, 36471001147
36471050085, 36471051192
36471100090, 36471101213
36471150099, 36471151232
36471200097, 36471201236
36471250090, 36471251223
36471300103, 36471301236
36471350096, 36471351219
36471400090, 36471401202
36471450103, 36471451204
36471500100, 36471501196
36471550117, 36471551213
36471600103, 36471601199
36471650096, 36471651192
36471700113, 36471701209
36471750106, 36471751202
36471800100, 36471801207
36471850121, 36471851233
36471900118, 36471901241
36471950123, 36471951256
36472000057, 36472001201
36472050082, 36472051231
36472100087, 36472101236
36472150096, 36472151245
36472200090, 36472201239
36472250107, 36472251256
36472300100, 36472301249
36472350093, 36472351248
36472400111, 36472401276
36472450100, 36472451276
36472500093, 36472501280
36472550114, 36472551312
36472600104, 36472601318
36472650097, 36472651327
36472700114, 36472701354
36472750103, 36472751359
36472800121, 36472801393
36472850118, 36472851406
36472900107, 36472901411
36472950108, 36472951428
36473000058, 36473001395
36473050103, 36473051456
36473100084, 36473101458
36473150093, 36473151488
36473200091, 36473201502
36473250108, 36473251541
36473300093, 36473301547
36473350110, 36473351580
36473400104, 36473401596
36473450097, 36473451605
36473500114, 36473501643
36473550107, 36473551652
36473600117, 36473601683
36473650110, 36473651692
36473700103, 36473701701
36473750120, 36473751734
36473800114, 36473801745
36473850123, 36473851770
36473900108, 36473901771
36473950113, 36473951792
36474000055, 36474001744
36474050080, 36474051780
36474100089, 36474101794
36474150102, 36474151813
36474200092, 36474201797
36474250085, 36474251790
36474300102, 36474301807
36474350095, 36474351800
36474400089, 36474401794
36474450102, 36474451807
36474500095, 36474501800
36474550092, 36474551797
36474600114, 36474601809
36474650107, 36474651791
36474700100, 36474701773
36474750109, 36474751772
36474800103, 36474801750
36474850100, 36474851736
36474900113, 36474901738
36474950114, 36474951728
36475000056, 36475001660
36475050097, 36475051690
36475100106, 36475101688
36475150091, 36475151668
36475200085, 36475201662
36475250106, 36475251683
36475300099, 36475301660
36475350088, 36475351633
36475400106, 36475401630
36475450099, 36475451591
36475500096, 36475501550
36475550113, 36475551530
36475600103, 36475601482
36475650116, 36475651458
36475700113, 36475701412
36475750106, 36475751368
36475800100, 36475801324
36475850121, 36475851313
36475900110, 36475901270
36475950103, 36475951231
36476000053, 36476001149
36476050078, 36476051142
36476100083, 36476101120
36476150096, 36476151106
36476200086, 36476201070
36476250103, 36476251065
36476300096, 36476301037
36476350089, 36476351014
36476400107, 36476401021
36476450104, 36476451007
36476500089, 36476500982
36476550106, 36476550988
36476600100, 36476600971
36476650097, 36476650958
36476700114, 36476700964
36476750107, 36476750946
36476800117, 36476800946
36476850118, 36476850941
36476900111, 36476900929
36476950100, 36476950913
36477000054, 36477000867
36477050095, 36477050908
36477100100, 36477100907
36477150085, 36477150887
36477200083, 36477200885
36477250100, 36477250902
36477300097, 36477300899
36477350086, 36477350888
36477400104, 36477400906
36477450097, 36477450899
36477500090, 36477500892
36477550111, 36477550913
36477600105, 36477600907
36477650114, 36477650916
36477700107, 36477700909
36477750104, 36477750906
36477800098, 36477800900
36477850099, 36477850901
36477900112, 36477900914
36477950101, 36477950903
36478000055, 36478000857
36478050080, 36478050887
36478100085, 36478100898
36478150098, 36478150916
36478200088, 36478200911
36478250101, 36478250930
36478300098, 36478300932
36478350091, 36478350930
36478400089, 36478400923
36478450106, 36478450940
36478500095, 36478500929
36478550092, 36478550926
36478600110, 36478600944
36478650107, 36478650941
36478700100, 36478700929
36478750117, 36478750940
36478800107, 36478800925
36478850104, 36478850922
36478900121, 36478900939
36478950114, 36478950932
36479000056, 36479000874
36479050101, 36479050919
36479100102, 36479100920
36479150087, 36479150905
36479200085, 36479200903
36479250102, 36479250920
36479300095, 36479300913
36479350116, 36479350934
36479400102, 36479400925
36479450099, 36479450928
36479500092, 36479500926
36479550105, 36479550944
36479600099, 36479600933
36479650112, 36479650946
36479700101, 36479700940
36479750118, 36479750952
36479800112, 36479800946
36479850109, 36479850943
36479900122, 36479900956
36479950111, 36479950945
36480000053, 36480000887
36480050102, 36480050936
36480100083, 36480100917
36480150092, 36480150926
36480200090, 36480200929
36480250099, 36480250944
36480300092, 36480300942
36480350085, 36480350940
36480400107, 36480400968
36480450100, 36480450966
36480500093, 36480500964
36480550106, 36480550983
36480600104, 36480600986
36480650097, 36480650990
36480700114, 36480701017
36480750111, 36480751020
36480800097, 36480801017
36480850118, 36480851048
36480900107, 36480901048
36480950104, 36480951061
36481000054, 36481001022
36481050083, 36481051061
36481100084, 36481101068
36481150097, 36481151086
36481200095, 36481201079
36481250088, 36481251082
36481300105, 36481301105
36481350102, 36481351107
36481400088, 36481401093
36481450105, 36481451110
36481500098, 36481501103
36481550095, 36481551095
36481600113, 36481601107
36481650106, 36481651095
36481700095, 36481701079
36481750116, 36481751100
36481800110, 36481801094
36481850111, 36481851095
36481900100, 36481901084
36481950121, 36481951105
36482000051, 36482001035
36482050076, 36482051060
36482100085, 36482101069
36482150098, 36482151082
36482200092, 36482201076
36482250081, 36482251065
36482300094, 36482301072
36482350091, 36482351064
36482400085, 36482401058
36482450102, 36482451075
36482500099, 36482501072
36482550088, 36482551061
36482600106, 36482601079
36482650099, 36482651077
36482700096, 36482701080
36482750113, 36482751102
36482800111, 36482801111
36482850100, 36482851110
36482900113, 36482901129
36482950110, 36482951136
36483000052, 36483001089
36483050077, 36483051125
36483100106, 36483101165
36483150087, 36483151162
36483200081, 36483201166
36483250102, 36483251198
36483300095, 36483301202
36483350088, 36483351205
36483400098, 36483401226
36483450095, 36483451228
36483500088, 36483501221
36483550105, 36483551238
36483600099, 36483601232
36483650096, 36483651229
36483700105, 36483701238
36483750098, 36483751231
36483800096, 36483801229
36483850117, 36483851250
36483900106, 36483901229
36483950103, 36483951220
36484000053, 36484001170
36484050098, 36484051215
36484100079, 36484101196
36484150092, 36484151209
36484200086, 36484201203
36484250103, 36484251220
36484300092, 36484301209
36484350085, 36484351202
36484400103, 36484401220
36484450096, 36484451213
36484500093, 36484501210
36484550110, 36484551227
36484600096, 36484601213
36484650093, 36484651210
36484700110, 36484701238
36484750107, 36484751256
36484800101, 36484801272
36484850118, 36484851316
36484900111, 36484901335
36484950104, 36484951355
36485000054, 36485001326
36485050083, 36485051382
36485100088, 36485101419
36485150093, 36485151456
36485200091, 36485201492
36485250084, 36485251527
36485300101, 36485301582
36485350098, 36485351616
36485400092, 36485401642
36485450105, 36485451682
36485500098, 36485501691
36485550095, 36485551699
36485600113, 36485601727
36485650106, 36485651726
36485700103, 36485701728
36485750116, 36485751747
36485800114, 36485801750
36485850119, 36485851760
36485900112, 36485901759
36485950121, 36485951778
36486000051, 36486001719
36486050080, 36486051764
36486100085, 36486101785
36486150098, 36486151809
36486200092, 36486201808
36486250085, 36486251806
36486300098, 36486301819
36486350091, 36486351812
36486400085, 36486401806
36486450106, 36486451827
36486500099, 36486501820
36486550092, 36486551813
36486600106, 36486601827
36486650099, 36486651820
36486700096, 36486701817
36486750113, 36486751834
36486800107, 36486801828
36486850104, 36486851825
36486900113, 36486901824
36486950114, 36486951814
36487000052, 36487001741
36487050077, 36487051750
36487100086, 36487101749
36487150091, 36487151743
36487200089, 36487201730
36487250086, 36487251717
36487300103, 36487301723
