# exposure_start_timestamp_us, exposure_end_timestamp_us
39415400098, 39415400633
39415450099, 39415450634
39415500081, 39415500616
39415550102, 39415550631
39415600103, 39415600632
39415650104, 39415650633
39415700105, 39415700629
39415750107, 39415750626
39415800108, 39415800627
39415850105, 39415850624
39415900110, 39415900629
39415950111, 39415950630
39416000041, 39416000560
39416050074, 39416050593
39416100087, 39416100600
39416150084, 39416150597
39416200089, 39416200602
39416250090, 39416250603
39416300083, 39416300596
39416350093, 39416350606
39416400090, 39416400603
39416450091, 39416450604
39416500092, 39416500605
39416550093, 39416550606
39416600094, 39416600607
39416650095, 39416650608
39416700093, 39416700606
39416750094, 39416750607
39416800099, 39416800612
39416850100, 39416850613
39416900101, 39416900614
39416950102, 39416950615
39417000040, 39417000553
39417050077, 39417050596
39417100070, 39417100589
39417150071, 39417150595
39417200076, 39417200600
39417250074, 39417250598
39417300087, 39417300616
39417350076, 39417350605
39417400077, 39417400612
39417450078, 39417450613
39417500080, 39417500620
39417550077, 39417550622
39417600078, 39417600618
39417650083, 39417650623
39417700084, 39417700629
39417750086, 39417750637
39417800091, 39417800647
39417850084, 39417850640
39417900089, 39417900650
39417950090, 39417950657
39418000036, 39418000603
39418050073, 39418050645
39418100066, 39418100643
39418150083, 39418150660
39418200084, 39418200667
39418250086, 39418250674
39418300079, 39418300672
39418350088, 39418350681
39418400085, 39418400684
39418450086, 39418450690
39418500088, 39418500697
39418550089, 39418550704
39418600090, 39418600710
39418650095, 39418650720
39418700088, 39418700719
39418750094, 39418750730
39418800095, 39418800737
39418850096, 39418850748
39418900097, 39418900755
39418950098, 39418950761
39419000036, 39419000704
39419050073, 39419050752
39419100066, 39419100756
39419150063, 39419150763
39419200068, 39419200779
39419250069, 39419250791
39419300082, 39419300814
39419350072, 39419350820
39419400073, 39419400832
39419450074, 39419450844
39419500079, 39419500860
39419550080, 39419550871
39419600073, 39419600870
39419650078, 39419650875
39419700080, 39419700877
39419750081, 39419750878
39419800082, 39419800873
39419850079, 39419850865
39419900084, 39419900865
39419950085, 39419950866
39420000035, 39420000816
39420050072, 39420050853
39420100065, 39420100851
39420150082, 39420150879
39420200083, 39420200890
39420250065, 39420250883
39420300078, 39420300912
39420350071, 39420350921
39420400076, 39420400942
39420450073, 39420450955
39420500075, 39420500968
39420550076, 39420550979
39420600081, 39420600990
39420650082, 39420650996
39420700087, 39420700996
39420750081, 39420750984
39420800086, 39420800979
39420850087, 39420850974
39420900092, 39420900979
39420950093, 39420950980
39421000035, 39421000922
39421050068, 39421050966
39421100061, 39421100970
39421150062, 39421150987
39421200067, 39421201003
39421250072, 39421251018
39421300085, 39421301037
39421350071, 39421351023
39421400072, 39421401024
39421450077, 39421451029
39421500078, 39421501019
39421550079, 39421551015
39421600072, 39421600997
39421650077, 39421650986
39421700079, 39421700977
39421750084, 39421750971
39421800085, 39421800962
39421850086, 39421850957
39421900083, 39421900949
39421950084, 39421950950
39422000030, 39422000896
39422050067, 39422050944
39422100060, 39422100947
39422150081, 39422150984
39422200078, 39422200998
39422250080, 39422251021
